"id","x","y","mp","date","state","relevance","types"
26254678,14.380845,50.036526,"false","2025-01-01T00:47:00.0000+01:00",2,4,77
26254678,14.380845,50.036526,"false","2025-01-01T00:47:00.0000+01:00",2,4,97
26255047,14.401416,50.071917,"false","2025-01-01T02:13:00.0000+01:00",1,4,1
26255047,14.401416,50.071917,"false","2025-01-01T02:13:00.0000+01:00",1,4,5
26255392,14.400639,50.077116,"false","2025-01-01T02:08:00.0000+01:00",1,4,74
26255392,14.400639,50.077116,"false","2025-01-01T02:08:00.0000+01:00",1,4,97
26255392,14.400639,50.077116,"false","2025-01-01T02:08:00.0000+01:00",1,4,120
26255920,14.409919,50.071143,"false","2025-01-01T01:00:00.0000+01:00",1,4,74
26255920,14.409919,50.071143,"false","2025-01-01T01:00:00.0000+01:00",1,4,97
26255920,14.409919,50.071143,"false","2025-01-01T01:00:00.0000+01:00",1,4,120
26256178,14.409329,50.062642,"false","2025-01-01T08:50:00.0000+01:00",1,4,76
26256178,14.409329,50.062642,"false","2025-01-01T08:50:00.0000+01:00",1,4,97
26256178,14.409329,50.062642,"false","2025-01-01T08:50:00.0000+01:00",1,4,107
26256273,14.400639,50.077116,"false","2025-01-01T09:49:00.0000+01:00",1,4,80
26256273,14.400639,50.077116,"false","2025-01-01T09:49:00.0000+01:00",1,4,83
26256667,14.363028,50.031709,"false","2025-01-01T11:19:00.0000+01:00",2,4,35
26256667,14.363028,50.031709,"false","2025-01-01T11:19:00.0000+01:00",2,4,48
26256667,14.363028,50.031709,"false","2025-01-01T11:19:00.0000+01:00",2,4,55
26256667,14.363028,50.031709,"false","2025-01-01T11:19:00.0000+01:00",2,4,102
26257090,14.392809,50.073578,"false","2025-01-01T00:24:00.0000+01:00",2,4,1
26257090,14.392809,50.073578,"false","2025-01-01T00:24:00.0000+01:00",2,4,3
26257486,14.401416,50.071917,"false","2025-01-01T15:29:00.0000+01:00",2,4,35
26257486,14.401416,50.071917,"false","2025-01-01T15:29:00.0000+01:00",2,4,101
26257646,14.408118,50.059650,"false","2025-01-01T12:25:00.0000+01:00",1,4,74
26257646,14.408118,50.059650,"false","2025-01-01T12:25:00.0000+01:00",1,4,97
26257646,14.408118,50.059650,"false","2025-01-01T12:25:00.0000+01:00",1,4,120
26257855,14.409762,50.054395,"false","2025-01-01T10:00:00.0000+01:00",1,4,74
26257855,14.409762,50.054395,"false","2025-01-01T10:00:00.0000+01:00",1,4,97
26257855,14.409762,50.054395,"false","2025-01-01T10:00:00.0000+01:00",1,4,120
26258130,14.389288,50.070118,"false","2025-01-01T16:11:00.0000+01:00",1,4,76
26258130,14.389288,50.070118,"false","2025-01-01T16:11:00.0000+01:00",1,4,97
26258130,14.389288,50.070118,"false","2025-01-01T16:11:00.0000+01:00",1,4,107
26258383,14.400641,50.037101,"false","2025-01-01T17:30:00.0000+01:00",1,4,74
26258383,14.400641,50.037101,"false","2025-01-01T17:30:00.0000+01:00",1,4,97
26258383,14.400641,50.037101,"false","2025-01-01T17:30:00.0000+01:00",1,4,120
26258796,14.403793,50.073868,"false","2025-01-01T16:40:00.0000+01:00",1,4,74
26258796,14.403793,50.073868,"false","2025-01-01T16:40:00.0000+01:00",1,4,97
26258796,14.403793,50.073868,"false","2025-01-01T16:40:00.0000+01:00",1,4,120
26258814,14.408673,50.076359,"false","2025-01-01T13:45:00.0000+01:00",1,4,75
26258814,14.408673,50.076359,"false","2025-01-01T13:45:00.0000+01:00",1,4,97
26258814,14.408673,50.076359,"false","2025-01-01T13:45:00.0000+01:00",1,4,112
26258814,14.408673,50.076359,"false","2025-01-01T13:45:00.0000+01:00",1,4,113
26259153,14.408308,50.046964,"false","2025-01-01T16:46:00.0000+01:00",2,4,74
26259153,14.408308,50.046964,"false","2025-01-01T16:46:00.0000+01:00",2,4,97
26259153,14.408308,50.046964,"false","2025-01-01T16:46:00.0000+01:00",2,4,120
26259302,14.404957,50.070998,"false","2025-01-01T20:10:00.0000+01:00",1,4,76
26259302,14.404957,50.070998,"false","2025-01-01T20:10:00.0000+01:00",1,4,97
26259302,14.404957,50.070998,"false","2025-01-01T20:10:00.0000+01:00",1,4,107
26259369,14.404957,50.070998,"false","2025-01-01T13:45:00.0000+01:00",1,4,75
26259369,14.404957,50.070998,"false","2025-01-01T13:45:00.0000+01:00",1,4,97
26259369,14.404957,50.070998,"false","2025-01-01T13:45:00.0000+01:00",1,4,119
26259427,14.401416,50.071917,"false","2025-01-01T11:35:00.0000+01:00",1,4,74
26259427,14.401416,50.071917,"false","2025-01-01T11:35:00.0000+01:00",1,4,97
