"id","x","y","mp","date","state","relevance","types"
26254460,14.446791,50.094030,"false","2025-01-01T00:10:00.0000+01:00",1,4,78
26254460,14.446791,50.094030,"false","2025-01-01T00:10:00.0000+01:00",1,4,97
26254460,14.446791,50.094030,"false","2025-01-01T00:10:00.0000+01:00",1,4,132
26254531,14.445185,50.090781,"false","2025-01-01T00:30:00.0000+01:00",1,4,74
26254531,14.445185,50.090781,"false","2025-01-01T00:30:00.0000+01:00",1,4,97
26254531,14.445185,50.090781,"false","2025-01-01T00:30:00.0000+01:00",1,4,120
26254540,14.417746,50.130545,"false","2025-01-01T01:48:00.0000+01:00",2,4,77
26254540,14.417746,50.130545,"false","2025-01-01T01:48:00.0000+01:00",2,4,97
26254542,14.446791,50.094030,"false","2025-01-01T00:35:00.0000+01:00",1,4,78
26254542,14.446791,50.094030,"false","2025-01-01T00:35:00.0000+01:00",1,4,97
26254542,14.446791,50.094030,"false","2025-01-01T00:35:00.0000+01:00",1,4,132
26254598,14.446791,50.094030,"false","2025-01-01T00:45:00.0000+01:00",1,4,78
26254598,14.446791,50.094030,"false","2025-01-01T00:45:00.0000+01:00",1,4,97
26254598,14.446791,50.094030,"false","2025-01-01T00:45:00.0000+01:00",1,4,132
26255101,14.430024,50.131633,"false","2025-01-01T03:12:00.0000+01:00",1,4,76
26255101,14.430024,50.131633,"false","2025-01-01T03:12:00.0000+01:00",1,4,97
26255101,14.430024,50.131633,"false","2025-01-01T03:12:00.0000+01:00",1,4,111
26255315,14.455187,50.124778,"false","2025-01-01T03:01:00.0000+01:00",1,4,74
26255315,14.455187,50.124778,"false","2025-01-01T03:01:00.0000+01:00",1,4,97
26255315,14.455187,50.124778,"false","2025-01-01T03:01:00.0000+01:00",1,4,120
26255825,14.446791,50.094030,"false","2025-01-01T01:00:00.0000+01:00",1,4,78
26255825,14.446791,50.094030,"false","2025-01-01T01:00:00.0000+01:00",1,4,97
26255825,14.446791,50.094030,"false","2025-01-01T01:00:00.0000+01:00",1,4,132
26256744,14.441155,50.089447,"false","2025-01-01T12:39:00.0000+01:00",1,4,35
26256744,14.441155,50.089447,"false","2025-01-01T12:39:00.0000+01:00",1,4,43
26256956,14.451869,50.091944,"false","2025-01-01T11:56:00.0000+01:00",2,4,18
26256956,14.451869,50.091944,"false","2025-01-01T11:56:00.0000+01:00",2,4,22
26256956,14.451869,50.091944,"false","2025-01-01T11:56:00.0000+01:00",2,4,55
26256956,14.451869,50.091944,"false","2025-01-01T11:56:00.0000+01:00",2,4,102
26257023,14.452297,50.095999,"false","2025-01-01T13:40:00.0000+01:00",2,4,77
26257023,14.452297,50.095999,"false","2025-01-01T13:40:00.0000+01:00",2,4,78
26257023,14.452297,50.095999,"false","2025-01-01T13:40:00.0000+01:00",2,4,97
26257023,14.452297,50.095999,"false","2025-01-01T13:40:00.0000+01:00",2,4,132
26257259,14.458900,50.113111,"false","2025-01-01T09:50:00.0000+01:00",2,4,75
26257259,14.458900,50.113111,"false","2025-01-01T09:50:00.0000+01:00",2,4,97
26257259,14.458900,50.113111,"false","2025-01-01T09:50:00.0000+01:00",2,4,112
26257259,14.458900,50.113111,"false","2025-01-01T09:50:00.0000+01:00",2,4,113
26257421,14.417746,50.130545,"false","2025-01-01T15:20:00.0000+01:00",2,2,77
26257421,14.417746,50.130545,"false","2025-01-01T15:20:00.0000+01:00",2,2,97
26257938,14.438268,50.091400,"false","2025-01-01T11:10:00.0000+01:00",1,4,74
26257938,14.438268,50.091400,"false","2025-01-01T11:10:00.0000+01:00",1,4,75
26257938,14.438268,50.091400,"false","2025-01-01T11:10:00.0000+01:00",1,4,97
26257938,14.438268,50.091400,"false","2025-01-01T11:10:00.0000+01:00",1,4,118
26257938,14.438268,50.091400,"false","2025-01-01T11:10:00.0000+01:00",1,4,122
26258812,14.417746,50.130545,"false","2025-01-01T20:05:00.0000+01:00",2,2,76
