"id","x","y","mp","date","state","relevance","types"
26178755,14.435869,50.083595,"false","2025-01-08T21:35:00.0000+01:00",2,4,35
26178755,14.435869,50.083595,"false","2025-01-08T21:35:00.0000+01:00",2,4,43
26178755,14.435869,50.083595,"false","2025-01-08T21:35:00.0000+01:00",2,4,53
26254594,14.437932,50.075728,"false","2025-01-01T00:29:00.0000+01:00",2,4,76
26254594,14.437932,50.075728,"false","2025-01-01T00:29:00.0000+01:00",2,4,97
26254594,14.437932,50.075728,"false","2025-01-01T00:29:00.0000+01:00",2,4,111
26255472,14.427357,50.076275,"false","2025-01-01T04:41:00.0000+01:00",1,4,76
26255472,14.427357,50.076275,"false","2025-01-01T04:41:00.0000+01:00",1,4,97
26255472,14.427357,50.076275,"false","2025-01-01T04:41:00.0000+01:00",1,4,111
26255863,14.418877,50.077282,"false","2025-01-01T06:05:00.0000+01:00",1,4,74
26255863,14.418877,50.077282,"false","2025-01-01T06:05:00.0000+01:00",1,4,97
26255863,14.418877,50.077282,"false","2025-01-01T06:05:00.0000+01:00",1,4,120
26256131,14.414375,50.068863,"false","2025-01-01T09:01:00.0000+01:00",2,4,55
26256131,14.414375,50.068863,"false","2025-01-01T09:01:00.0000+01:00",2,4,77
26256131,14.414375,50.068863,"false","2025-01-01T09:01:00.0000+01:00",2,4,97
26256131,14.414375,50.068863,"false","2025-01-01T09:01:00.0000+01:00",2,4,102
26256169,14.434278,50.079115,"false","2025-01-01T06:33:00.0000+01:00",1,4,1
26256169,14.434278,50.079115,"false","2025-01-01T06:33:00.0000+01:00",1,4,5
26256169,14.434278,50.079115,"false","2025-01-01T06:33:00.0000+01:00",1,4,8
26256435,14.414873,50.075613,"false","2025-01-01T09:31:00.0000+01:00",2,4,55
26256435,14.414873,50.075613,"false","2025-01-01T09:31:00.0000+01:00",2,4,102
26257004,14.431841,50.077338,"false","2025-01-01T13:56:00.0000+01:00",2,4,1
26257004,14.431841,50.077338,"false","2025-01-01T13:56:00.0000+01:00",2,4,5
26257535,14.431841,50.077338,"false","2025-01-01T15:26:00.0000+01:00",1,4,35
26257535,14.431841,50.077338,"false","2025-01-01T15:26:00.0000+01:00",1,4,43
26257638,14.435869,50.083595,"false","2025-01-01T15:55:00.0000+01:00",1,4,75
26257638,14.435869,50.083595,"false","2025-01-01T15:55:00.0000+01:00",1,4,97
26257638,14.435869,50.083595,"false","2025-01-01T15:55:00.0000+01:00",1,4,119
26257763,14.413999,50.071170,"false","2025-01-01T16:13:00.0000+01:00",2,4,76
26257763,14.413999,50.071170,"false","2025-01-01T16:13:00.0000+01:00",2,4,97
26257763,14.413999,50.071170,"false","2025-01-01T16:13:00.0000+01:00",2,4,111
26257854,14.429937,50.073566,"false","2025-01-01T16:39:00.0000+01:00",2,2,35
26257854,14.429937,50.073566,"false","2025-01-01T16:39:00.0000+01:00",2,2,43
26257954,14.441276,50.073894,"false","2025-01-01T07:40:00.0000+01:00",1,4,74
26257954,14.441276,50.073894,"false","2025-01-01T07:40:00.0000+01:00",1,4,97
26257954,14.441276,50.073894,"false","2025-01-01T07:40:00.0000+01:00",1,4,120
26258180,14.430341,50.071358,"false","2025-01-01T15:52:00.0000+01:00",1,4,55
26258180,14.430341,50.071358,"false","2025-01-01T15:52:00.0000+01:00",1,4,62
26258203,14.421002,50.073208,"false","2025-01-01T14:54:00.0000+01:00",2,4,76
26258203,14.421002,50.073208,"false","2025-01-01T14:54:00.0000+01:00",2,4,97
26258203,14.421002,50.073208,"false","2025-01-01T14:54:00.0000+01:00",2,4,111
26258602,14.423762,50.071356,"false","2025-01-01T15:58:00.0000+01:00",2,4,18
26258602,14.423762,50.071356,"false","2025-01-01T15:58:00.0000+01:00",2,4,34
26258602,14.423762,50.071356,"false","2025-01-01T15:58:00.0000+01:00",2,4,35
26258602,14.423762,50.071356,"false","2025-01-01T15:58:00.0000+01:00",2,4,42
26258602,14.423762,50.071356,"false","2025-01-01T15:58:00.0000+01:00",2,4,55
26258602,14.423762,50.071356,"false","2025-01-01T15:58:00.0000+01:00",2,4,102
26258648,14.424811,50.076587,"false","2025-01-01T19:30:00.0000+01:00",1,4,74
26258648,14.424811,50.076587,"false","2025-01-01T19:30:00.0000+01:00",1,4,97
26258648,14.424811,50.076587,"false","2025-01-01T19:30:00.0000+01:00",1,4,120
26258698,14.423190,50.075477,"false","2025-01-01T17:00:00.0000+01:00",2,4,77
26258698,14.423190,50.075477,"false","2025-01-01T17:00:00.0000+01:00",2,4,97
26258878,14.434668,50.081288,"false","2025-01-01T19:50:00.0000+01:00",1,4,74
26258878,14.434668,50.081288,"false","2025-01-01T19:50:00.0000+01:00",1,4,97
26258878,14.434668,50.081288,"false","2025-01-01T19:50:00.0000+01:00",1,4,120
26259190,14.429567,50.075219,"false","2025-01-01T20:05:00.0000+01:00",1,4,74
26259190,14.429567,50.075219,"false","2025-01-01T20:05:00.0000+01:00",1,4,97
26259190,14.429567,50.075219,"false","2025-01-01T20:05:00.0000+01:00",1,4,120
26259242,14.435869,50.083595,"false","2025-01-01T22:32:00.0000+01:00",2,2,35
26259242,14.435869,50.083595,"false","2025-01-01T22:32:00.0000+01:00",2,2,53
26259242,14.435869,50.083595,"false","2025-01-01T22:32:00.0000+01:00",2,2,55
26259242,14.435869,50.083595,"false","2025-01-01T22:32:00.0000+01:00",2,2,102
26259245,14.414873,50.075613,"false","2025-01-01T21:15:00.0000+01:00",2,4,18
26259245,14.414873,50.075613,"false","2025-01-01T21:15:00.0000+01:00",2,4,35
26259245,14.414873,50.075613,"false","2025-01-01T21:15:00.0000+01:00",2,4,41
26259245,14.414873,50.075613,"false","2025-01-01T21:15:00.0000+01:00",2,4,100
26259915,14.434668,50.081288,"false","2025-01-01T14:15:00.0000+01:00",1,4,74
26259915,14.434668,50.081288,"false","2025-01-01T14:15:00.0000+01:00",1,4,97
26259915,14.434668,50.081288,"false","2025-01-01T14:15:00.0000+01:00",1,4,120
26259927,14.434668,50.081288,"false","2025-01-01T14:30:00.0000+01:00",1,4,74
26259927,14.434668,50.081288,"false","2025-01-01T14:30:00.0000+01:00",1,4,97
